subject,stimulus_id,stimuli,choices,confidence
0,0,-0.3333333333333333,1,0.318
0,1,0.3333333333333333,1,0.2219999999999999
0,0,-1.0,0,0.798
0,0,-1.0,0,0.2159999999999999
0,1,0.6666666666666666,1,0.6419999999999999
0,1,0.3333333333333333,1,0.2159999999999999
0,0,-0.3333333333333333,0,0.24
0,0,-1.0,0,0.294
0,1,1.0,1,0.908
0,0,-1.0,0,0.3719999999999999
0,1,0.3333333333333333,1,0.546
0,0,-0.3333333333333333,1,0.002
0,0,-0.6666666666666666,0,0.2339999999999999
0,1,0.6666666666666666,1,0.4459999999999999
0,1,0.6666666666666666,0,0.4679999999999999
0,0,-1.0,0,0.5
0,0,-0.6666666666666666,0,0.6419999999999999
0,0,-1.0,0,0.958
0,0,-1.0,0,0.5840000000000001
0,1,0.3333333333333333,0,0.1760000000000001
0,1,0.6666666666666666,0,0.2019999999999999
0,0,-1.0,0,0.1440000000000001
0,0,-0.6666666666666666,0,0.282
0,0,-0.6666666666666666,0,0.246
0,1,0.3333333333333333,1,0.54
0,1,1.0,1,0.4379999999999999
0,0,-0.6666666666666666,0,0.6099999999999999
0,1,0.3333333333333333,1,0.2019999999999999
0,1,0.6666666666666666,0,0.6560000000000001
0,1,1.0,1,0.524
0,1,0.6666666666666666,1,0.246
0,0,-0.3333333333333333,0,0.704
0,1,1.0,1,0.948
0,1,0.3333333333333333,1,0.328
0,1,0.6666666666666666,1,0.292
0,1,0.3333333333333333,1,0.102
0,1,0.3333333333333333,0,0.3959999999999999
0,1,1.0,1,0.3759999999999999
0,1,0.6666666666666666,1,0.76
0,0,-1.0,0,0.2239999999999999
0,1,0.3333333333333333,0,0.1840000000000001
0,1,1.0,1,0.774
0,0,-1.0,0,0.5960000000000001
0,1,1.0,1,1.0
0,1,0.6666666666666666,1,0.32
0,1,0.6666666666666666,1,0.4579999999999999
0,1,0.3333333333333333,1,0.534
0,0,-0.3333333333333333,0,0.792
0,0,-0.3333333333333333,0,0.2059999999999999
0,1,1.0,1,0.8779999999999999
0,1,0.6666666666666666,1,0.6100000000000001
0,0,-0.6666666666666666,0,0.6360000000000001
0,1,0.6666666666666666,1,0.76
0,1,0.6666666666666666,1,0.4679999999999999
0,0,-1.0,0,0.94
0,1,0.3333333333333333,1,0.6299999999999999
0,1,0.6666666666666666,1,0.3680000000000001
0,0,-0.3333333333333333,1,0.274
0,0,-0.3333333333333333,0,0.3380000000000001
0,0,-0.6666666666666666,0,0.3660000000000001
0,1,0.3333333333333333,1,0.8720000000000001
0,1,0.3333333333333333,1,0.3480000000000001
0,0,-0.6666666666666666,1,0.6739999999999999
0,0,-0.3333333333333333,0,0.78
0,0,-0.6666666666666666,1,0.3680000000000001
0,0,-0.6666666666666666,0,0.724
0,1,1.0,1,0.4639999999999999
0,0,-0.3333333333333333,1,0.002
0,0,-0.3333333333333333,1,0.306
0,0,-0.3333333333333333,0,0.732
0,1,1.0,1,1.0
0,0,-1.0,0,0.4359999999999999
0,1,0.6666666666666666,1,0.986
0,1,1.0,1,0.002
0,0,-0.3333333333333333,0,0.2239999999999999
0,0,-1.0,0,0.4459999999999999
0,1,1.0,0,0.514
0,1,1.0,1,1.0
0,1,1.0,1,0.5680000000000001
0,1,0.3333333333333333,1,0.3999999999999999
0,1,1.0,1,0.4599999999999999
0,1,0.6666666666666666,1,0.8859999999999999
0,0,-0.6666666666666666,0,0.3879999999999999
0,1,1.0,1,0.978
0,1,1.0,1,1.0
0,1,1.0,1,0.476
0,1,0.6666666666666666,1,1.0
0,0,-0.3333333333333333,0,0.1200000000000001
0,1,0.3333333333333333,1,1.0
0,0,-0.6666666666666666,1,0.4039999999999999
0,1,0.3333333333333333,1,0.288
0,1,0.6666666666666666,1,0.6100000000000001
0,1,0.3333333333333333,1,0.1419999999999999
0,0,-0.3333333333333333,0,0.2019999999999999
0,1,0.3333333333333333,1,0.49
0,1,1.0,1,0.5760000000000001
0,1,0.6666666666666666,1,0.478
0,1,0.6666666666666666,1,0.6439999999999999
0,0,-0.3333333333333333,0,0.6139999999999999
0,0,-0.3333333333333333,0,0.032
0,0,-0.6666666666666666,0,0.6520000000000001
0,1,1.0,1,0.1799999999999999
0,1,0.3333333333333333,1,0.4339999999999999
0,1,0.3333333333333333,1,0.4299999999999999
0,1,0.6666666666666666,1,0.256
0,1,1.0,1,0.4199999999999999
0,1,1.0,1,0.4639999999999999
0,0,-0.3333333333333333,1,0.3799999999999999
0,0,-0.3333333333333333,1,0.31
0,1,0.6666666666666666,1,0.3919999999999999
0,1,0.3333333333333333,1,0.3700000000000001
0,1,1.0,1,0.952
0,0,-1.0,0,0.944
0,0,-0.6666666666666666,1,0.306
0,1,0.6666666666666666,1,0.6100000000000001
0,0,-0.3333333333333333,0,0.936
0,1,1.0,1,1.0
0,1,0.6666666666666666,1,1.0
0,0,-0.6666666666666666,1,1.0
0,0,-1.0,0,1.0
0,0,-0.3333333333333333,1,0.3540000000000001
0,1,0.3333333333333333,1,0.948
0,0,-1.0,1,0.33
0,1,0.6666666666666666,1,0.1839999999999999
0,1,0.6666666666666666,0,0.3860000000000001
0,1,0.3333333333333333,1,0.3939999999999999
0,0,-0.3333333333333333,0,0.482
0,0,-1.0,0,0.488
0,1,0.3333333333333333,1,0.484
0,1,0.6666666666666666,0,0.526
0,1,0.3333333333333333,1,0.4299999999999999
0,1,0.3333333333333333,0,0.516
0,0,-0.6666666666666666,0,0.3359999999999998
0,1,0.6666666666666666,1,0.6299999999999999
0,0,-0.3333333333333333,1,0.318
0,1,0.6666666666666666,1,0.4219999999999999
0,1,0.6666666666666666,1,0.4219999999999999
0,1,1.0,1,0.8280000000000001
0,1,1.0,1,0.522
0,0,-0.3333333333333333,0,0.6560000000000001
0,0,-1.0,0,0.56
0,0,-1.0,0,0.6480000000000001
0,1,1.0,1,0.506
0,1,0.3333333333333333,1,0.554
0,1,0.3333333333333333,1,0.294
0,1,0.6666666666666666,0,0.3980000000000001
0,1,0.3333333333333333,1,1.0
0,1,0.3333333333333333,1,0.8799999999999999
0,0,-1.0,0,0.79
0,0,-0.6666666666666666,0,0.3279999999999998
0,0,-0.3333333333333333,1,0.3740000000000001
0,1,1.0,1,0.782
0,1,0.3333333333333333,1,0.494
0,0,-0.3333333333333333,1,0.3999999999999999
0,1,0.3333333333333333,1,0.796
0,1,0.3333333333333333,1,0.4359999999999999
0,0,-1.0,0,1.0
0,0,-0.6666666666666666,1,0.5920000000000001
0,0,-1.0,0,0.716
0,1,0.3333333333333333,1,0.786
0,1,1.0,1,0.6699999999999999
0,0,-0.3333333333333333,1,0.552
0,0,-0.6666666666666666,0,0.3980000000000001
0,0,-0.3333333333333333,0,0.5760000000000001
0,1,1.0,1,0.76
0,1,1.0,1,0.6659999999999999
0,0,-0.6666666666666666,0,0.6539999999999999
0,1,0.6666666666666666,1,0.912
0,1,1.0,1,0.6120000000000001
0,0,-1.0,0,0.6679999999999999
0,0,-0.3333333333333333,0,0.508
0,1,1.0,1,0.726
0,0,-1.0,0,0.51
0,0,-0.3333333333333333,1,0.476
0,0,-1.0,1,0.3560000000000001
0,0,-1.0,1,0.322
0,1,0.6666666666666666,1,0.4199999999999999
0,0,-0.6666666666666666,0,0.478
0,0,-0.6666666666666666,0,0.788
0,0,-1.0,0,0.508
0,0,-0.3333333333333333,0,0.3639999999999999
0,0,-0.6666666666666666,0,0.318
0,0,-1.0,0,0.6659999999999999
0,0,-1.0,0,0.8700000000000001
0,0,-0.6666666666666666,0,0.5900000000000001
0,1,0.3333333333333333,0,0.296
0,0,-0.6666666666666666,0,0.724
0,1,0.6666666666666666,1,1.0
0,0,-0.6666666666666666,0,0.524
0,0,-0.6666666666666666,0,0.2019999999999999
0,1,1.0,1,0.784
0,1,1.0,1,0.786
0,0,-1.0,0,1.0
0,0,-0.3333333333333333,1,0.3340000000000001
0,0,-0.3333333333333333,0,0.8280000000000001
0,1,1.0,1,0.984
0,0,-1.0,0,0.3340000000000001
0,1,0.3333333333333333,1,0.6479999999999999
0,1,0.3333333333333333,0,0.27
0,0,-0.3333333333333333,0,0.1819999999999999
0,1,0.3333333333333333,1,0.4179999999999999
0,1,1.0,1,0.768
0,0,-0.3333333333333333,1,0.304
0,1,0.6666666666666666,0,0.696
0,1,0.6666666666666666,1,0.492
0,1,1.0,1,0.528
0,0,-1.0,0,0.6440000000000001
0,1,0.3333333333333333,1,0.6299999999999999
0,0,-1.0,0,0.5720000000000001
0,0,-0.6666666666666666,1,0.3680000000000001
0,1,0.3333333333333333,1,0.6080000000000001
0,0,-0.6666666666666666,1,0.4459999999999999
0,1,0.3333333333333333,1,0.546
0,1,1.0,1,0.302
0,1,1.0,1,0.486
0,0,-1.0,0,0.71
0,1,0.3333333333333333,1,0.5780000000000001
0,0,-1.0,0,0.8140000000000001
0,0,-1.0,0,0.4319999999999999
0,0,-1.0,1,0.942
0,0,-1.0,0,0.3980000000000001
0,0,-0.3333333333333333,1,0.6519999999999999
0,1,0.3333333333333333,1,0.4219999999999999
0,0,-0.3333333333333333,0,0.3420000000000001
0,1,0.6666666666666666,1,0.3320000000000001
0,0,-0.3333333333333333,1,0.4499999999999999
0,1,0.6666666666666666,0,0.4619999999999999
0,0,-1.0,1,0.8460000000000001
0,1,0.3333333333333333,1,0.3740000000000001
0,0,-0.6666666666666666,0,0.544
0,1,1.0,1,0.4319999999999999
0,1,1.0,0,0.1619999999999999
0,0,-1.0,1,0.4339999999999999
0,1,0.3333333333333333,1,0.1299999999999999
0,0,-0.3333333333333333,1,0.082
0,0,-1.0,0,0.528
0,1,0.6666666666666666,1,0.3620000000000001
0,1,0.3333333333333333,1,0.302
0,0,-0.6666666666666666,1,0.238
0,1,1.0,1,0.3819999999999999
0,1,1.0,1,0.494
0,0,-0.6666666666666666,0,0.6440000000000001
0,0,-1.0,1,0.6619999999999999
0,1,1.0,1,0.5820000000000001
0,0,-0.3333333333333333,1,0.3
0,0,-0.6666666666666666,1,0.064
0,1,1.0,1,0.3979999999999999
0,0,-0.6666666666666666,1,0.4579999999999999
0,0,-1.0,0,0.496
0,0,-0.3333333333333333,0,0.1879999999999999
0,1,1.0,1,1.0
0,1,1.0,1,0.6779999999999999
0,0,-0.3333333333333333,1,0.502
0,1,1.0,1,1.0
0,0,-0.3333333333333333,0,0.5979999999999999
0,0,-0.3333333333333333,0,0.1299999999999999
0,0,-1.0,0,0.6520000000000001
0,0,-0.6666666666666666,1,0.3400000000000001
0,1,1.0,1,0.926
0,1,0.6666666666666666,1,0.3879999999999999
0,0,-1.0,0,0.5780000000000001
0,0,-0.6666666666666666,0,0.322
0,1,0.6666666666666666,0,0.4619999999999999
0,0,-1.0,0,0.27
0,1,0.3333333333333333,0,0.6240000000000001
0,0,-0.3333333333333333,1,0.6779999999999999
0,1,0.6666666666666666,1,1.0
0,1,0.3333333333333333,0,0.014
0,1,1.0,1,0.6339999999999999
0,0,-1.0,0,0.306
0,0,-0.3333333333333333,0,0.242
0,0,-1.0,0,0.306
0,0,-1.0,0,0.544
0,1,0.6666666666666666,1,0.3680000000000001
0,1,0.6666666666666666,1,0.6559999999999999
0,1,0.3333333333333333,0,0.49
0,1,1.0,1,0.4439999999999999
0,1,0.3333333333333333,1,0.6040000000000001
0,0,-0.6666666666666666,1,0.4319999999999999
0,1,0.6666666666666666,1,0.5860000000000001
0,0,-0.6666666666666666,0,0.8500000000000001
0,1,1.0,1,1.0
0,1,0.3333333333333333,1,0.26
0,0,-0.6666666666666666,0,0.4519999999999999
0,0,-0.3333333333333333,0,0.702
0,1,1.0,1,0.968
0,0,-0.3333333333333333,0,0.3599999999999999
0,0,-0.6666666666666666,1,0.4439999999999999
0,0,-0.3333333333333333,0,0.522
0,1,0.3333333333333333,1,0.6839999999999999
0,0,-0.3333333333333333,0,0.51
0,1,1.0,1,0.798
0,1,0.3333333333333333,0,0.244
0,0,-0.6666666666666666,0,0.562
0,0,-1.0,0,0.692
0,0,-0.3333333333333333,0,0.504
0,0,-0.3333333333333333,1,0.2139999999999999
0,0,-0.6666666666666666,0,0.242
0,0,-1.0,0,0.91
0,1,0.3333333333333333,1,0.934
0,1,0.6666666666666666,0,0.244
0,1,0.3333333333333333,1,0.1839999999999999
0,1,1.0,0,0.242
0,1,0.6666666666666666,1,0.6419999999999999
0,1,1.0,1,0.788
0,0,-1.0,0,0.7
0,0,-1.0,0,1.0
0,0,-1.0,0,0.5700000000000001
0,0,-0.6666666666666666,0,0.8160000000000001
0,0,-1.0,0,0.54
0,0,-0.6666666666666666,0,0.55
0,1,0.3333333333333333,1,0.562
0,1,0.3333333333333333,0,0.762
0,1,0.6666666666666666,1,1.0
0,1,0.3333333333333333,0,0.49
0,1,0.3333333333333333,0,0.1739999999999999
0,0,-0.3333333333333333,1,0.5660000000000001
0,1,0.6666666666666666,1,0.6439999999999999
0,0,-0.6666666666666666,1,0.2119999999999999
0,0,-0.6666666666666666,0,0.774
0,0,-0.3333333333333333,0,0.4559999999999999
0,1,0.6666666666666666,1,1.0
0,0,-0.6666666666666666,0,0.728
0,0,-1.0,0,0.308
0,0,-0.6666666666666666,0,0.6280000000000001
0,0,-0.6666666666666666,1,0.8400000000000001
0,0,-1.0,0,0.5740000000000001
0,0,-0.6666666666666666,0,0.78
0,0,-1.0,0,0.6679999999999999
0,1,1.0,1,0.3420000000000001
0,1,1.0,1,0.4239999999999999
0,0,-1.0,0,0.808
0,1,0.6666666666666666,1,0.974
0,0,-0.3333333333333333,1,0.252
0,1,1.0,1,0.6160000000000001
0,1,0.3333333333333333,1,0.542
0,0,-0.3333333333333333,0,0.6679999999999999
0,1,0.6666666666666666,0,0.3359999999999998
0,0,-0.3333333333333333,1,0.6699999999999999
0,1,1.0,1,0.714
0,0,-0.3333333333333333,0,0.254
0,1,0.3333333333333333,1,0.3879999999999999
0,1,0.6666666666666666,1,0.504
0,0,-0.3333333333333333,0,0.728
0,0,-0.6666666666666666,1,0.5840000000000001
0,1,0.3333333333333333,0,0.3639999999999999
0,0,-0.6666666666666666,1,0.804
0,0,-1.0,1,0.318
0,0,-0.6666666666666666,0,0.3719999999999999
0,0,-0.3333333333333333,1,0.3740000000000001
0,1,1.0,1,0.3560000000000001
0,1,1.0,1,0.728
0,0,-1.0,0,0.6400000000000001
0,1,1.0,1,1.0
0,0,-0.3333333333333333,1,0.3839999999999999
0,0,-0.3333333333333333,0,0.754
0,1,1.0,1,0.808
0,0,-1.0,0,0.3660000000000001
0,1,0.3333333333333333,1,0.6180000000000001
0,1,0.6666666666666666,1,0.8640000000000001
0,1,0.6666666666666666,1,0.6599999999999999
0,0,-1.0,0,0.496
0,0,-0.6666666666666666,0,0.536
0,1,1.0,1,1.0
0,1,0.3333333333333333,1,0.524
0,0,-1.0,0,0.512
0,1,0.6666666666666666,1,0.8620000000000001
0,0,-1.0,0,0.992
0,1,0.3333333333333333,1,0.522
0,0,-1.0,0,0.4419999999999999
0,1,1.0,1,0.8720000000000001
0,1,1.0,1,0.784
0,0,-0.6666666666666666,0,0.5840000000000001
0,1,0.6666666666666666,1,0.3979999999999999
0,0,-0.3333333333333333,0,0.4599999999999999
0,0,-0.3333333333333333,0,0.474
0,1,0.6666666666666666,1,0.994
0,0,-1.0,0,0.944
0,0,-0.6666666666666666,0,0.3420000000000001
0,1,0.3333333333333333,1,0.6739999999999999
0,1,0.3333333333333333,1,0.4239999999999999
0,1,1.0,1,0.8700000000000001
0,1,0.6666666666666666,1,0.544
0,1,0.3333333333333333,1,0.4179999999999999
0,1,0.3333333333333333,1,0.8580000000000001
0,1,0.6666666666666666,1,0.5820000000000001
0,0,-1.0,0,0.4559999999999999
0,1,0.3333333333333333,1,0.3620000000000001
0,1,0.3333333333333333,1,0.6000000000000001
0,1,1.0,0,0.6040000000000001
0,0,-0.6666666666666666,0,0.3519999999999998
0,1,0.6666666666666666,1,0.6160000000000001
0,1,1.0,1,0.804
0,1,0.6666666666666666,1,0.4559999999999999
0,1,0.3333333333333333,1,0.6479999999999999
0,1,1.0,1,1.0
0,1,0.3333333333333333,1,1.0
0,1,0.3333333333333333,1,0.5900000000000001
0,0,-0.6666666666666666,1,0.48
0,0,-0.6666666666666666,0,0.728
0,0,-0.6666666666666666,0,0.6320000000000001
0,0,-0.3333333333333333,0,0.3599999999999999
0,0,-0.6666666666666666,0,0.3940000000000001
0,0,-0.6666666666666666,0,0.4119999999999999
0,1,1.0,1,0.6399999999999999
0,0,-0.3333333333333333,0,0.31
0,0,-0.6666666666666666,0,0.6179999999999999
0,1,1.0,1,1.0
0,1,0.3333333333333333,1,0.812
0,1,1.0,1,0.8640000000000001
0,1,0.6666666666666666,1,0.8220000000000001
0,1,1.0,1,1.0
0,1,0.3333333333333333,1,1.0
0,1,0.3333333333333333,1,1.0
0,1,0.6666666666666666,1,0.5800000000000001
0,0,-0.3333333333333333,1,0.984
0,0,-0.3333333333333333,0,0.6599999999999999
0,0,-1.0,0,1.0
0,0,-0.3333333333333333,0,0.952
0,0,-0.3333333333333333,0,0.6819999999999999
0,0,-0.6666666666666666,1,1.0
0,0,-0.3333333333333333,1,0.5940000000000001
0,0,-1.0,0,0.6719999999999999
0,1,0.3333333333333333,0,0.1979999999999999
0,1,0.6666666666666666,1,0.4339999999999999
0,1,0.3333333333333333,1,0.5
0,1,1.0,1,0.6459999999999999
0,1,0.6666666666666666,1,0.724
0,1,0.6666666666666666,1,0.512
0,1,1.0,1,0.8899999999999999
0,0,-1.0,0,0.8860000000000001
0,1,0.6666666666666666,1,1.0
0,1,0.6666666666666666,0,0.24
0,1,0.3333333333333333,0,0.8439999999999999
0,1,0.6666666666666666,1,0.528
0,0,-0.3333333333333333,0,0.516
0,1,0.3333333333333333,1,0.794
0,1,0.6666666666666666,1,1.0
0,1,1.0,1,0.4139999999999999
0,0,-1.0,0,0.4140000000000001
0,1,0.3333333333333333,1,0.6140000000000001
0,0,-1.0,0,0.5800000000000001
0,1,0.3333333333333333,1,0.3540000000000001
0,0,-0.3333333333333333,0,0.3919999999999999
0,1,1.0,1,0.548
0,0,-1.0,1,0.5680000000000001
0,0,-0.3333333333333333,0,0.536
0,0,-0.6666666666666666,0,0.6400000000000001
0,1,0.6666666666666666,0,0.914
0,0,-1.0,0,0.79
0,1,1.0,1,0.5960000000000001
0,0,-0.6666666666666666,1,0.8520000000000001
0,0,-0.6666666666666666,1,0.256
0,0,-0.3333333333333333,1,0.262
0,0,-0.6666666666666666,0,0.748
0,1,0.3333333333333333,1,0.508
0,1,0.6666666666666666,1,0.5840000000000001
0,0,-1.0,0,0.3700000000000001
0,1,1.0,1,0.744
0,0,-0.6666666666666666,0,0.4599999999999999
0,1,1.0,1,0.3899999999999999
0,1,1.0,1,0.488
0,0,-0.6666666666666666,1,0.688
0,0,-1.0,0,0.782
0,0,-1.0,1,0.48
0,0,-1.0,0,0.562
0,0,-1.0,1,0.272
0,1,1.0,1,0.5820000000000001
0,0,-0.3333333333333333,0,0.3380000000000001
0,0,-0.6666666666666666,0,0.4300000000000001
0,1,1.0,1,0.1319999999999999
0,0,-1.0,0,0.708
0,0,-1.0,0,0.6099999999999999
0,1,0.6666666666666666,0,0.268
0,0,-0.6666666666666666,1,0.2279999999999999
0,1,0.6666666666666666,1,0.4219999999999999
0,0,-1.0,0,0.3620000000000001
0,1,0.6666666666666666,0,0.3500000000000001
0,1,1.0,1,0.518
0,1,1.0,0,0.4119999999999999
0,1,0.3333333333333333,1,0.3919999999999999
0,0,-0.3333333333333333,0,0.3340000000000001
0,0,-0.6666666666666666,0,0.3319999999999998
0,1,0.3333333333333333,0,0.3319999999999998
0,0,-0.6666666666666666,1,0.2099999999999999
0,1,0.3333333333333333,1,0.474
0,1,0.3333333333333333,0,0.3940000000000001
0,1,0.3333333333333333,0,0.2219999999999999
0,1,1.0,1,0.296
0,1,1.0,1,0.4599999999999999
0,0,-0.6666666666666666,0,0.264
0,0,-1.0,0,0.268
0,1,1.0,1,0.74
0,0,-0.3333333333333333,0,0.2319999999999999
0,1,0.6666666666666666,0,0.4459999999999999
0,1,1.0,1,1.0
0,1,0.3333333333333333,1,0.4239999999999999
0,1,1.0,1,0.4079999999999999
0,0,-1.0,0,0.306
0,0,-1.0,0,0.556
0,1,0.6666666666666666,1,0.6319999999999999
0,0,-0.6666666666666666,1,0.8280000000000001
0,0,-0.3333333333333333,0,0.914
0,0,-0.3333333333333333,1,0.4159999999999999
0,0,-1.0,1,0.28
0,0,-1.0,0,0.236
0,0,-0.6666666666666666,1,0.3799999999999999
0,1,0.6666666666666666,1,0.4099999999999999
0,1,0.6666666666666666,1,0.3540000000000001
0,0,-0.3333333333333333,0,0.2159999999999999
0,0,-0.3333333333333333,0,0.2239999999999999
0,1,0.3333333333333333,0,0.1879999999999999
0,0,-1.0,0,0.556
0,0,-0.3333333333333333,0,0.4439999999999999
0,0,-0.3333333333333333,1,0.508
0,1,0.3333333333333333,0,0.2139999999999999
0,0,-0.6666666666666666,0,0.4419999999999999
0,0,-0.3333333333333333,0,0.6539999999999999
0,0,-1.0,0,0.3540000000000001
0,1,1.0,1,0.736
0,1,1.0,1,0.4259999999999999
0,0,-0.3333333333333333,1,0.4259999999999999
0,1,0.6666666666666666,0,0.4060000000000001
0,0,-1.0,0,0.302
0,0,-1.0,0,0.948
0,0,-1.0,0,0.4319999999999999
0,1,0.6666666666666666,1,0.8440000000000001
0,1,1.0,1,1.0
0,1,0.6666666666666666,0,0.6599999999999999
0,0,-0.6666666666666666,0,0.718
0,1,1.0,1,0.5860000000000001
0,0,-0.6666666666666666,1,0.4179999999999999
0,1,0.6666666666666666,1,0.5
0,0,-0.3333333333333333,0,0.5680000000000001
0,0,-0.6666666666666666,1,0.3600000000000001
0,1,1.0,1,0.506
0,0,-0.3333333333333333,1,0.728
0,1,1.0,1,0.5860000000000001
0,0,-0.6666666666666666,0,0.3660000000000001
0,0,-0.6666666666666666,0,0.6699999999999999
0,1,1.0,1,0.6279999999999999
0,0,-0.6666666666666666,0,0.31
0,0,-0.6666666666666666,1,0.4059999999999999
0,0,-1.0,0,0.6120000000000001
0,1,1.0,1,0.8280000000000001
0,0,-1.0,1,0.328
0,0,-0.6666666666666666,1,0.542
0,0,-1.0,0,0.5960000000000001
0,0,-0.3333333333333333,1,0.492
0,0,-0.6666666666666666,1,0.1499999999999999
0,1,0.6666666666666666,1,0.3879999999999999
0,0,-0.3333333333333333,0,0.29
0,0,-0.3333333333333333,1,0.3540000000000001
0,1,1.0,1,0.6379999999999999
0,0,-1.0,0,0.484
0,0,-0.3333333333333333,1,0.688
0,1,0.6666666666666666,1,0.524
0,1,0.6666666666666666,0,0.472
0,0,-0.3333333333333333,0,0.486
0,1,0.3333333333333333,1,0.4679999999999999
0,1,0.6666666666666666,1,0.27
0,0,-0.6666666666666666,0,0.1099999999999998
0,1,1.0,1,0.736
0,0,-0.6666666666666666,0,0.1299999999999999
0,1,0.6666666666666666,1,0.3500000000000001
0,1,0.6666666666666666,1,0.6819999999999999
0,0,-0.3333333333333333,0,0.246
0,1,0.3333333333333333,1,0.6220000000000001
0,0,-0.3333333333333333,0,0.4079999999999999
0,1,0.3333333333333333,1,0.504
0,1,1.0,1,0.73
0,1,1.0,1,0.6259999999999999
0,1,0.3333333333333333,1,0.6439999999999999
0,0,-1.0,0,0.2119999999999999
0,1,0.3333333333333333,1,0.482
0,0,-0.3333333333333333,1,0.4579999999999999
0,0,-1.0,0,0.484
0,0,-1.0,1,0.492
0,1,0.6666666666666666,1,0.4099999999999999
0,0,-0.3333333333333333,0,0.55
0,0,-1.0,0,0.532
0,1,0.6666666666666666,1,0.3700000000000001
0,0,-0.6666666666666666,0,0.474
0,1,1.0,1,0.2059999999999999
0,1,0.3333333333333333,1,0.2319999999999999
0,0,-1.0,0,0.3820000000000001
0,1,1.0,1,0.6839999999999999
0,1,0.6666666666666666,1,0.3839999999999999
0,1,0.6666666666666666,1,0.498
0,1,0.3333333333333333,1,0.6499999999999999
0,1,0.3333333333333333,1,0.6080000000000001
0,1,0.6666666666666666,0,0.3479999999999998
0,0,-0.3333333333333333,0,0.2339999999999999
0,1,0.6666666666666666,1,0.8240000000000001
0,0,-0.3333333333333333,0,0.476
0,1,1.0,1,0.694
0,0,-1.0,1,0.302
0,1,0.6666666666666666,1,0.6240000000000001
0,1,1.0,1,0.788
0,1,0.3333333333333333,0,0.3740000000000001
0,1,1.0,1,0.788
0,0,-0.6666666666666666,0,0.292
0,0,-0.6666666666666666,0,0.696
0,0,-1.0,0,0.8700000000000001
0,1,0.6666666666666666,1,0.51
0,1,0.6666666666666666,1,0.3620000000000001
0,0,-1.0,0,0.558
0,1,1.0,1,0.754
0,0,-0.6666666666666666,0,0.4119999999999999
